Symptom_1,Symptom_2,Symptom_3,Symptom_4,Disease,Description,Medication,Diet,Precaution_1,Precaution_2,Precaution_3,Precaution_4,workout
 skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,Include vitamin D analogues
 skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,Limit alcohol consumption
 skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,Stay hydrated
 skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,Consult a healthcare professional
 skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,Limit processed foods
 skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,Follow medical recommendations
 skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,Manage stress
 skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,Consider phototherapy under medical guidance
 skin_rash, high_fever, blister, red_sore_around_nose,Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,Maintain good hygiene
 skin_rash, high_fever, blister, red_sore_around_nose,Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,Stay hydrated
 skin_rash, high_fever, blister, red_sore_around_nose,Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,Consume nutrient-rich foods
 skin_rash, high_fever, blister, red_sore_around_nose,Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,Limit sugary foods and beverages
 skin_rash, high_fever, blister, red_sore_around_nose,Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,Include foods rich in vitamin C
 skin_rash, high_fever, blister, red_sore_around_nose,Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,Consult a healthcare professional
 skin_rash, high_fever, blister, red_sore_around_nose,Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,Follow medical recommendations
 skin_rash, high_fever, blister, red_sore_around_nose,Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,Avoid scratching
 skin_rash, high_fever, blister, red_sore_around_nose,Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,Take prescribed antibiotics
 skin_rash, high_fever, blister, red_sore_around_nose,Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,Practice wound care
itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Fungal infection,Fungal infection is a common skin condition caused by fungi.,"['Antifungal Cream', 'Fluconazole', 'Terbinafine', 'Clotrimazole', 'Ketoconazole']","['Antifungal Diet', 'Probiotics', 'Garlic', 'Coconut oil', 'Turmeric']",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,Avoid sugary foods
itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Fungal infection,Fungal infection is a common skin condition caused by fungi.,"['Antifungal Cream', 'Fluconazole', 'Terbinafine', 'Clotrimazole', 'Ketoconazole']","['Antifungal Diet', 'Probiotics', 'Garlic', 'Coconut oil', 'Turmeric']",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,Consume probiotics
itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Fungal infection,Fungal infection is a common skin condition caused by fungi.,"['Antifungal Cream', 'Fluconazole', 'Terbinafine', 'Clotrimazole', 'Ketoconazole']","['Antifungal Diet', 'Probiotics', 'Garlic', 'Coconut oil', 'Turmeric']",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,Increase intake of garlic
itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Fungal infection,Fungal infection is a common skin condition caused by fungi.,"['Antifungal Cream', 'Fluconazole', 'Terbinafine', 'Clotrimazole', 'Ketoconazole']","['Antifungal Diet', 'Probiotics', 'Garlic', 'Coconut oil', 'Turmeric']",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,Include yogurt in diet
itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Fungal infection,Fungal infection is a common skin condition caused by fungi.,"['Antifungal Cream', 'Fluconazole', 'Terbinafine', 'Clotrimazole', 'Ketoconazole']","['Antifungal Diet', 'Probiotics', 'Garlic', 'Coconut oil', 'Turmeric']",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,Limit processed foods
itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Fungal infection,Fungal infection is a common skin condition caused by fungi.,"['Antifungal Cream', 'Fluconazole', 'Terbinafine', 'Clotrimazole', 'Ketoconazole']","['Antifungal Diet', 'Probiotics', 'Garlic', 'Coconut oil', 'Turmeric']",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,Stay hydrated
itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Fungal infection,Fungal infection is a common skin condition caused by fungi.,"['Antifungal Cream', 'Fluconazole', 'Terbinafine', 'Clotrimazole', 'Ketoconazole']","['Antifungal Diet', 'Probiotics', 'Garlic', 'Coconut oil', 'Turmeric']",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,Consume green tea
itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Fungal infection,Fungal infection is a common skin condition caused by fungi.,"['Antifungal Cream', 'Fluconazole', 'Terbinafine', 'Clotrimazole', 'Ketoconazole']","['Antifungal Diet', 'Probiotics', 'Garlic', 'Coconut oil', 'Turmeric']",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,Eat foods rich in zinc
itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Fungal infection,Fungal infection is a common skin condition caused by fungi.,"['Antifungal Cream', 'Fluconazole', 'Terbinafine', 'Clotrimazole', 'Ketoconazole']","['Antifungal Diet', 'Probiotics', 'Garlic', 'Coconut oil', 'Turmeric']",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,Include turmeric in diet
itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Fungal infection,Fungal infection is a common skin condition caused by fungi.,"['Antifungal Cream', 'Fluconazole', 'Terbinafine', 'Clotrimazole', 'Ketoconazole']","['Antifungal Diet', 'Probiotics', 'Garlic', 'Coconut oil', 'Turmeric']",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,Eat fruits and vegetables
 continuous_sneezing, shivering, chills, watering_from_eyes,Allergy,Allergy is an immune system reaction to a substance in the environment.,"['Antihistamines', 'Decongestants', 'Epinephrine', 'Corticosteroids', 'Immunotherapy']","['Elimination Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",apply calamine,cover area with bandage,,use ice to compress itching,Avoid allergenic foods
 continuous_sneezing, shivering, chills, watering_from_eyes,Allergy,Allergy is an immune system reaction to a substance in the environment.,"['Antihistamines', 'Decongestants', 'Epinephrine', 'Corticosteroids', 'Immunotherapy']","['Elimination Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",apply calamine,cover area with bandage,,use ice to compress itching,Consume anti-inflammatory foods
 continuous_sneezing, shivering, chills, watering_from_eyes,Allergy,Allergy is an immune system reaction to a substance in the environment.,"['Antihistamines', 'Decongestants', 'Epinephrine', 'Corticosteroids', 'Immunotherapy']","['Elimination Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",apply calamine,cover area with bandage,,use ice to compress itching,Include omega-3 fatty acids
 continuous_sneezing, shivering, chills, watering_from_eyes,Allergy,Allergy is an immune system reaction to a substance in the environment.,"['Antihistamines', 'Decongestants', 'Epinephrine', 'Corticosteroids', 'Immunotherapy']","['Elimination Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",apply calamine,cover area with bandage,,use ice to compress itching,Stay hydrated
 continuous_sneezing, shivering, chills, watering_from_eyes,Allergy,Allergy is an immune system reaction to a substance in the environment.,"['Antihistamines', 'Decongestants', 'Epinephrine', 'Corticosteroids', 'Immunotherapy']","['Elimination Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",apply calamine,cover area with bandage,,use ice to compress itching,Eat foods rich in vitamin C
 continuous_sneezing, shivering, chills, watering_from_eyes,Allergy,Allergy is an immune system reaction to a substance in the environment.,"['Antihistamines', 'Decongestants', 'Epinephrine', 'Corticosteroids', 'Immunotherapy']","['Elimination Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",apply calamine,cover area with bandage,,use ice to compress itching,Include quercetin-rich foods
